date,solar,import,export,ASHP
2022-04-30,,24.501,0.165,
2022-04-29,,13.042,12.39,
2022-04-28,,22.99,5.738,
2022-04-27,,27.941,0.673,
2022-04-26,,23.163,2.742,
2022-04-25,,20.881,3.056,
2022-04-24,,14.143,9.06,
2022-04-23,,14.218,4.348,
2022-04-22,,18.685,0.941,
2022-04-21,,18.19,0.281,
2022-04-20,,9.927,9.397,
2022-04-19,,9.4,13.52,
2022-04-18,,12.722,7.082,
2022-04-17,,10.332,7.244,
2022-04-16,,10.693,7.361,
2022-04-15,,10.565,9.427,
2022-04-14,,11.164,9.596,
2022-04-13,,24.101,0.935,
2022-04-12,,16.627,3.444,
2022-04-11,,23.489,0.783,
2022-04-10,,24.019,4.699,
2022-04-09,,18.565,7.713,
2022-04-08,,23.16,11.079,
2022-04-07,,32.56,3.423,
2022-04-06,,33.289,3.313,
2022-04-05,,27.213,5.204,
2022-04-04,,30.107,0.282,
2022-04-03,,38.869,0.137,
2022-04-02,,25.327,4.211,
2022-04-01,,27.801,3.3,
2022-03-31,,32.682,5.234,
2022-03-30,,32.315,6.368,
2022-03-29,,32.765,2.224,
2022-03-28,,22.602,2.952,
2022-03-27,,15.92,3.738,
2022-03-27,,15.92,3.329,
2022-03-27,,14.864,3.738,
2022-03-27,,14.864,3.329,
2022-03-26,,9.841,9.826,
2022-03-25,,17.177,7.9,
2022-03-24,,31.706,9.533,
2022-03-23,,18.261,7.556,
2022-03-22,,16.806,7.126,
2022-03-21,,26.76,4.569,
2022-03-20,,10.925,11.037,
2022-03-19,,15.556,11.994,
2022-03-18,,27.383,7.9,
2022-03-17,,36.921,5.099,
2022-03-16,,50.092,0.0,
2022-03-15,,29.425,2.004,
2022-03-14,,30.939,3.614,
2022-03-13,,29.247,1.357,
2022-03-12,,23.662,6.402,
2022-03-11,,48.566,0.0,
2022-03-10,,42.436,0.717,
2022-03-09,,43.83,0.676,
2022-03-08,,57.351,0.001,
2022-03-07,,49.374,4.138,
2022-03-06,,38.699,0.276,
2022-03-05,,35.189,6.392,
2022-03-04,,49.012,3.781,
2022-03-03,,53.801,0.005,
2022-03-02,,50.723,0.0,
2022-03-01,,52.367,0.0,
2022-02-28,,48.253,0.498,
2022-02-27,,28.292,6.774,20.287499999999454
2022-02-26,,33.926,4.876,20.287500000000364
2022-02-25,,29.37,6.338,20.287500000000364
2022-02-24,,36.732,2.519,20.287499999999454
2022-02-23,,33.659,0.195,20.65333333333365
2022-02-22,,29.583,5.262,20.65333333333274
2022-02-21,,37.879,0.566,20.65333333333365
2022-02-20,,38.849,0.237,18.71666666666715
2022-02-19,,45.086,0.065,18.716666666666242
2022-02-18,,16.549,0.114,18.716666666666242
2022-02-17,,38.412,3.005,18.71666666666715
2022-02-16,,37.767,2.542,18.71666666666715
2022-02-15,,55.104,0.0,18.716666666666242
2022-02-14,,51.948,0.014,19.625
2022-02-13,,36.311,0.018,19.625
2022-02-12,,36.504,1.926,22.38500000000022
2022-02-11,,47.831,0.974,22.38500000000022
2022-02-10,,45.764,2.074,17.42999999999938
2022-02-09,,43.813,0.021,17.43000000000029
2022-02-08,,29.572,1.168,21.183333333333394
2022-02-07,,47.003,0.18,21.183333333333394
2022-02-06,,35.882,0.125,21.183333333333394
2022-02-05,,42.113,0.015,15.930000000000291
2022-02-04,,40.766,2.147,15.929999999999382
2022-02-03,,37.71,0.36,15.930000000000291
2022-02-02,,39.927,0.33,16.4399999999996
2022-02-01,,46.831,0.003,19.75
2022-01-31,,56.018,0.0,19.75
2022-01-30,,32.326,3.102,19.75
2022-01-29,,35.116,0.259,19.75
2022-01-28,,47.262,0.014,22.75
2022-01-27,,39.612,0.575,22.75
2022-01-26,,57.656,0.478,28.860000000000582
2022-01-25,,65.074,0.0,36.38000000000011
2022-01-24,,68.079,0.0,30.433333333333394
2022-01-23,,50.056,0.0,30.433333333333394
2022-01-22,,45.828,0.005,30.433333333332484
2022-01-21,,69.207,0.0,30.433333333333394
2022-01-20,,59.632,0.0,30.433333333333394
2022-01-19,,51.248,0.342,30.433333333333394
2022-01-18,,67.24,0.0,30.329999999999927
2022-01-17,,59.81,0.056,29.183333333333394
2022-01-16,,46.18,0.381,29.183333333333394
2022-01-15,,51.476,0.0,29.183333333333394
2022-01-14,,61.275,0.374,27.97666666666646
2022-01-13,,61.742,0.021,27.97666666666737
2022-01-12,,45.803,0.001,27.97666666666646
2022-01-11,,50.177,0.0,21.585000000000036
2022-01-10,,59.191,0.0,21.585000000000036
2022-01-09,,52.807,1.059,27.409999999999854
2022-01-08,,47.639,0.0,28.99499999999989
2022-01-07,,69.608,,28.99499999999989
2022-01-06,,59.749,,30.68000000000029
2022-01-05,,59.184,,21.63000000000011
2022-01-04,,54.358,,21.6299999999992
2022-01-03,,41.099,,21.63000000000011
2022-01-02,,26.286,,12.660000000000764
2022-01-01,,30.803,,12.029999999999745
